text,joy,sadness,anger,anticipation,fear

"Well, I had hopes for today. No go. #unhappy",0,1,1,1,0

I am their fury. I am their patience. I am a conversation. 💙❤️✨,0,1,1,1,0

Chick told me I look like Childish Gambino. #insult or #compliment,0,1,1,1,0

nadia bully me and ill expose you,0,1,1,1,0

@chocorobos I have this one so I'm not so sad.. but wtf,0,1,1,1,0

@drunkejt almost all of my mutuals intimidated me at some point or still do,0,1,1,1,0

Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed,0,1,1,1,0

What a grim night #GetTheFireLit 🔥,0,1,1,1,0

@GrxjicTank WHY though! Why did u want to offend Americans?,0,1,1,1,0

@BitchestheCat Look at those teef! #growl,0,0,1,0,1

@WaterboysAS I would never strategically vote for someone I don't agree with. A lot of the Clinton vote based on fear and negativity.,0,0,1,0,1

@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,0,0,1,0,1

"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff",0,0,1,0,1

"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern",0,0,1,0,1

Nor hell a fury like a woman scorned -- William Congreve,0,0,1,0,1

@DaniQays @AJENews ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,0,0,1,0,1

@BuzzFeed so this houses will get into my instestines and scare my poop and I'll shit my pants?,0,0,1,0,1

"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",0,0,1,0,1

in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,0,0,1,0,1

@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months #horrible,0,0,1,0,1

New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror,0,0,1,0,1

@shae_caitlin ur road rage gives me anxiety.,0,0,1,0,1

@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.,0,0,1,0,1

@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,0,0,1,0,1

@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created #terrorism,0,0,1,0,1

Pakistan continues to treat #terror as a matter of state policy says @MEAIndia. #UriAttack,0,0,1,0,1

@ntfc watched the cobblers loads this season how is gorre a pro footballler terrible,0,0,1,0,1

#travelfail #virgin #virginaus and #etihad #nightmare ... And now we're also delayed. #obvs 🙄😠,0,0,1,0,1

US you need to band together not apart #nevertrump he promotes hatred and fuels ,0,0,1,0,1

@keyshamackie it's fucking dreadful for live footy matches,0,0,1,0,1

"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear",0,0,1,0,1

At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,0,0,1,0,1

Ffs 🙈 when things come back to haunt you... cringe bad cringe 🙋🏼👀🔫 👈 what a terrible gun that is,0,0,1,0,1

"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",0,0,1,0,1

@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.),0,0,1,0,1

@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,0,0,1,0,1

@Pamela_Moore13 @Ginlefebvre @BarackObama yes exactly &amp; he's sold out this country to #terror while #lying to cover it up,0,0,1,0,1

"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells",0,0,1,0,1

India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan,0,0,1,0,1

I wish you stayed in Da Gump I'll make you panic like the last rapper,0,0,1,0,1

@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! #shocking,0,0,1,0,1

"#ObamaLegacy - weekly #riots and #terror attacks, &gt;400k dead #Syrians, #Jews fleeing #persecution in Europe, #Christian #genocide in ME.....",0,0,1,0,1

Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism,0,0,1,0,1

@ducktapepr @midnightaction @juliea592 @catherinerusse2 I dread to think... #DirtyPeople,0,0,1,0,1

@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.,0,0,1,0,1

Trying to book holiday flights on @britishairways website is becoming a #nightmare,0,0,1,0,1

"@AnsarAAbbasi John Kerry fckd u,chief justiceofpak made the statement publicly about party supporting terror what else u need#terrorstatepak",0,0,1,0,1

Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit,0,0,1,0,1

Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED ,0,0,1,0,1

"@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @JuliaHB1 Oh god, not Brewer again. The horror, the horror",0,0,1,0,1

"My boss likes to stand in my office &amp; smile at me like a shark: maliciously gleeful, and ask me how am I as if I have a secret to tell her.",0,0,1,0,1

"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate ",0,0,1,0,1

"@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.",0,0,1,0,1

Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅,0,0,1,0,1

"@localblactivist I'm always a little bit weary of speaking up because 1. I don't want to hijack the convo - as an LGBT person, I've seen",0,0,1,0,1

@lyssababe615 \nIf this room was burning 🔥,0,0,1,0,1

@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon,0,0,1,0,1

@SenJohnMcCain @WSJ an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD!,0,0,1,0,1

@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,0,0,1,0,1

Why do I have such bad anxiety it's annoying,0,0,1,0,1

I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,0,0,1,0,1

"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism",0,0,1,0,1

"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",0,0,1,0,1

Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,0,0,1,0,1

@EagleGiles23 @tgilmore_92 what I miss? #outrage,0,0,1,0,1

Marcus Roho is dreadful,0,0,1,0,1

#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.,0,0,1,0,1

even walking around with my family members who carry guns makes me nervous and theyre my family....,0,0,1,0,1

Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,0,0,1,0,1

"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism.",0,0,1,0,1

"#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma?",0,0,1,0,1

@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated,0,0,1,0,1

That rocky horror remake looks a bit w a n k,0,0,1,0,1

@ayeshashafique5 we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation,0,0,1,0,1

#Trump ’s ‘Make America Great Again’ plan is exactly like the first 15 minutes of the #movie #ChildrenOfMen.\n\n#cages #terrorism #refugees,0,0,1,0,1

@BBCTomEnglish @TimesSport And the dreadful Franglaise.,0,0,1,0,1

"They want as police state, they are fearful imbeciles..@interpretingall @mikefar1974 @MetalMilitia74 @Cmvazquez103",0,0,1,0,1

@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,0,0,1,0,1

@RoseTintMyWorId fucking hell mate absolute nightmare 😓,0,0,1,0,1

Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete #nightmare,0,0,1,0,1

Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking,0,0,1,0,1

Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest ,0,0,1,0,1

Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,0,0,1,0,1

"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",0,0,1,0,1

Bayern Munich pitch is horrific,0,0,1,0,1

😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,0,0,1,0,1

That's fucking horrific defending from Schalke,0,0,1,0,1

The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? ,0,0,1,0,1

So I've decided to go talk to Mr. Smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning,0,0,1,0,1

"i hope this comes back to haunt you, then maybe you would know just how it felt to be like me at my lowest",0,0,1,0,1

@NaziaMemon01 yeah a terror packed terror supported speech..,0,0,1,0,1

"haww I think Nawaz should have spoken about Indian funding to BLA in Balochistan, Kulbhoshan Yadhav and how India used TTP for terror!",0,0,1,0,1

Why does #terrorism exist in the first place? #AskTrumpOneQuestion,0,0,1,0,1

Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged,0,0,1,0,1

#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the #fear,0,0,1,0,1

there are magpies gathering around me help I'm going to be swooped ! #terrorism,0,0,1,0,1

@GaryLineker yet you and all the other English pundits are afraid to criticise him,0,0,1,0,1

"@Yannarell @LOLGOP Despite your #outrage fatigue, don't lose your shine",0,0,1,0,1

these confident bitches should scare you the most,0,0,1,0,1

I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. #terrible,0,0,1,0,1

I hate freaking out and ruining things. #anxiety,0,0,1,0,1

So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points #shocking,0,0,1,0,1

It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡,0,0,1,0,1

Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.,0,0,1,0,1

"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n #UNGA  #UN",0,0,1,0,1

@JustinTrudeau opened doors to terrorism and he will pay for it. @CP24 @globalnewsto,0,0,1,0,1

That AK47 leave your spine with a frown,0,0,1,0,1

@isthismike_p that nigga is horrible bro,0,0,1,0,1

@Markk1872  Red heads are more fiery.,0,0,1,0,1

@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances,0,0,1,1,1

jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr,0,0,1,1,1

"From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism",0,0,1,1,1

No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.,0,0,1,1,1

@amychozick @jswatz Not a word about terrorism.,0,0,1,1,1

@tweetingacct @amandacarpenter @TeamTrump the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run,0,0,1,1,1

"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",0,0,1,1,1

@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF,0,0,1,1,1

@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,0,0,1,1,1

@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?,0,0,1,1,1

"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",0,0,1,1,1

"Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored",0,0,1,1,1

Super shitting it about this tattoo ,0,0,1,1,1

I just killed a spider so big it sprayed spider guts on me like a horror movie.\n#ugh #revenge,0,0,1,1,1

"@JonRiley7 #VoteYourConscience or succumb to #fear? 'He is #scary, he is #dangerous!' -@HillaryClinton's #alarmist #PATRIOTACT platform.",0,0,1,1,1

Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 ,0,0,1,1,1

"With only 7 months left until I possess my undergraduate degree, I feel like I can't handle adulthood anymore  #nojobsinbiology",0,0,1,1,1

"When anger rises, think of the consequences. #quote #wisdom ",0,0,1,1,1

@Evan_McMullin @TheBlazeRadio Classic SHITLIB bullshit. Create a horrible problem and then 'discuss' how to solve it. What a PIMP.,0,0,1,1,1

@zorefx you guys will see what i did in the next video but its fucking horrid,0,1,1,0,1

@Bridget_Delia @originalaubs omg that's terrible,0,1,1,0,1

@Evan_McMullin He's spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the 'other',0,1,1,0,1

can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 #nightmare,0,1,1,0,1

Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 #terrible,0,1,1,0,1

Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,0,1,1,0,1

"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today  #nosleep",0,1,1,0,1

@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted,0,1,1,0,1

#Aleppo city is burning. The head of #terrorism #Assad regime &amp; #Russia are bombarding the city right now with #whitephosphrus #bombs !,0,1,1,0,1

ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,0,1,1,0,1

"#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?",0,1,1,0,1

"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",0,1,1,0,1

"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate #despair",0,1,1,0,1

onus is on Pakistan' : @MEAIndia after #Uri #terror attack,0,1,1,0,1

@priorJoan @MizQue \nActually pretty typical of trump supporters\nThis kid learned birtherism in school\nThat's horrific,0,1,1,0,1

horrid having a car n no liscence,0,1,1,0,1

"The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--",0,1,1,0,1

I'm so bored and fat and full and ridiculously overweight and rolls galore #terrible,0,1,1,0,1

@ManUtd it was a terrible Freekick...,0,1,1,0,1

@cresbots dw I think cheeks are the most attractive thing in guys too it's terrible tbh,0,1,1,0,1

@NewAgeInsiders @ChaoticWrestlin @davienne_long make sure you tell them how scared you are #revenge 🙌🏼🙌🏼,0,1,1,0,1

"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety  #pain",0,1,1,0,1

Most snapchat filters look terrible when you have glasses on,0,1,1,0,1

"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom",0,1,1,0,1

@HutchinsonDave I don't know whether to despair or agitate for a cull.,0,1,1,0,1

Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.,0,1,1,0,1

"What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids",0,1,1,0,1

"Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room",0,1,1,0,1

@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible,0,1,1,0,1

@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 #horrific,0,1,1,0,1

@CharlieEblacker hate being shy 😩,0,1,1,0,1

@joey_coops yes Hun! Avoid at all costs!! #nightmare,0,1,1,0,1

On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot #terror,0,1,1,0,1

@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.,0,1,1,0,1

@FoxNews Yeah we're also experiencing terrorist attacks by Islam and #BlackLivesMatter at an alarming rate.,0,1,1,0,1

@YahooCare data stolen in 2014 and only now do you tell us .,0,1,1,0,1

dread pitt,0,1,1,0,1

Idk if it's hella hot in here or I'm nervous,0,1,1,0,1

@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 ,0,1,1,0,1

I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,0,1,1,0,1

@1johndes ball watching &amp; Rojo'd header was equally dreadful!!,0,1,1,0,1

@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days,0,1,1,0,1

my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care  #airbnbnightmare,0,1,1,0,1

@AliKhanSays Oh come on. RAW and ISI have been spying for decades. Spying and supporting terrorism is two different thing.,0,1,1,0,1

@Taoist_Skeptic @jackaberlin @DrJillStein @politicususa Doubt U have anything to be afraid of as Trump has been vilifying minorities &amp; women,0,1,1,0,1

"@BrumSciComm in a danish.  What horror, what depths. #gbbo",0,1,1,0,1

Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,0,1,1,0,1

"Good job #Texas for saying no to #Obama for #refugees who could be #terrorists! #Wakeup, #America! #Stop #terrorism. #pray @foxandfriends",0,1,1,0,1

Plus why did I have a baby 4 days before Christmas this is gonna haunt me forever!!!,0,1,1,0,1

Today has dragged on #restless,0,1,1,0,1

"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans ",0,1,1,0,1

@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔,0,1,1,0,1

@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany ,0,1,1,0,1

realising you have no conditioner after already shampooing 😓😓 #nightmare,0,1,1,0,1

Recently changed to @firstdirect and its the worst service I've ever encountered nearly require DNA to access anything. #awful 😩😩😩,0,1,1,0,1

Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible,0,1,1,0,1

sai manakgupta \n\nWhat about brutality by #Indian Army In #Kashmir ? isnt it terrorism ?\nIndia should accept precondition of #FreeKashmir fi…,0,1,1,0,1

Shoutout to @VZWSupport for ruining my iPhone 7 order!! #horrible,0,1,1,0,1

"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark",0,1,1,0,1

@Amphabio don't kill it bees are dying at an alarming rate,0,1,1,0,1

Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch,0,1,1,0,1

@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the ,0,1,1,0,1

Oh man it's been so long since I've played #madden I am trash anymore.,0,1,1,0,1

My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... ,0,1,1,0,1

The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim,0,1,1,0,1

"@midnight #EndTrumpweek please, it's #depressing me.",0,1,1,0,1

went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused,0,1,1,0,1

im literally shaking bc im nervous and bc its fucking cold oh how i love life,0,1,1,0,1

@bkero @whispersystems Which really sucks because typing on a mobile device is always horrible and I hate it.,0,1,1,0,1

"I can definitely feel my irritation today, lord give me strength",0,1,1,0,1

"@KissFMUK rescue my morning, turned up to the gym an hour early before it opened! #nightmare ☝️",0,1,1,0,1

"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed",0,1,1,0,1

Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k #apprehension?,0,1,1,0,1

"Rollover car crash on warren st, traffic is horrid #Boston",0,1,1,0,1

I have been seeing terrible terrible prescriptions this week. What's going on?,0,1,1,0,1

I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me ,0,1,1,0,1

Time for some despair #SDR3  #fuckthisanime,0,1,1,0,1

Angelino's been horrific,0,1,1,0,1

"Hey @PapaJohnsUK I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!! #nightmare",0,1,1,0,1

#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism,0,1,1,0,1

@debscov65 local solutions fine but not 864 providers negotiating with 32 LA's/IJB 's #scare resources,0,1,1,0,1

"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed",0,1,1,0,1

@sandrosmom The horror!,0,1,1,0,1

Itching something #serious RN haven't slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow,0,1,1,0,1

"I've been in such a bad mood this week, and work has been horrific, so I decided to start a scrapbook of my summer vacation",0,1,1,0,1

@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary,0,1,1,0,1

#ADHD &amp; #anxiety are #IRRELEVANT\nAnyone will be #EVICTED if a significant amount of rent HAS NOT BEEN PAID \n#mentalhealth aside\n#CantPay,0,1,1,0,1

@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible,0,1,1,0,1

@Get_Quenched16 Attempts by Western degenerates 2 imply that DPRK stoops to levity will be met by devastating nuclear retaliation.,0,1,1,0,1

@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible,0,1,1,0,1

"but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days",0,1,1,0,1

@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered ,0,1,1,0,1

&amp; I'll actually shoot somebody if I have to not just draw down or expose it to somebody to scare them 😮#Charles,0,1,1,0,1

"@MasterTomTheDom  I hate winter, I dread it's arrival.",0,1,1,0,1

"How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo",0,1,1,0,1

I want to slide into the dms but im too fucking shy ,0,1,1,0,1

Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do #dread,0,1,1,0,1

My soul is weary of fighting the battles in this world. #BlackInAmerica #WeAreNotSafe,0,1,1,0,1

"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas ",0,1,1,0,1

6. 5 minutes to perform and I'm #nervous I wish these noises would stop #handicapped #annoyed,0,1,1,0,1

Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh,0,1,1,1,1

Forgot to plug the phone in overnight ,0,1,1,1,1

@EmilySmissaert @navinrmal it's a shocking revelation!!!!,0,1,1,1,1

Why are people that don't have iPhones so bitter about iPhones???? Can someone explain,0,1,1,1,1

 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,0,1,1,1,1

"them cold, dark nights are slowly creeping in 🌌",0,1,1,1,1

@caseycdutch @m_rath that's what some rioters are doing #terrorism,0,1,1,1,1

"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, ! #GOPATS",1,0,1,0,0

My cat is bloody lucky the RSPCA weren't open at 3am last night!!! #fuming 😡🐱,1,0,1,0,0

"I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism.",1,0,1,0,0

@Kristiann1125 lol wow i was gonna say really?! haha have you seen chris or nah? you dont even snap me anymore dude!,1,0,1,0,0

"@jimmyfallon @ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs",1,0,1,0,0

"@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'",1,0,1,0,0

@ATrumping hahahahahaha!! Oh gosh. You are hilarious. A black man trying to keep racism alive. Get out of here man.,1,0,1,0,0

Chris ate all my mac n cheese so imma eat all his taffy #revenge,1,0,1,0,0

HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry #bitter #bbmichelle,1,0,1,0,0

@BarackObama I love Lizzy Warren's latest rage against Wall Street.,1,0,1,0,0

@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate Blacks?,1,0,1,0,0

"When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u",1,0,1,0,0

@mrfisher81 Just my attempt at levity 😉,1,0,1,0,0

Gas prices are hilarious. Cause they're simultaneously super subsidised and taxed,1,0,1,0,0

"@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;",1,0,1,0,0

The best revenge is massive success.,1,0,1,0,0

Avoiding hearty basset hound no time present-time american the brave: YDXef,1,0,1,0,0

Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME,1,0,1,0,0

Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,1,0,1,0,0

"@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?",1,0,1,0,0

Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016,1,0,1,0,0

@marthalyssa yep. LOL #bitter,1,0,1,0,0

Lol Adam the Bull with his fake outrage...,1,0,1,0,0

@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,1,0,1,0,0

@SINice Damn..  Lol..  Maybe it is for the best though..  Her brother might still be lookin for revenge 😂,1,0,1,0,0

Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D,1,0,1,0,0

"@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with 😂😂😂",1,0,1,0,0

Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha,1,0,1,0,0

@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already 😂,1,0,1,0,0

"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 ",1,0,1,0,0

@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus ,1,0,1,0,0

Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂 #raging,1,0,1,0,0

