Text,achievement,affection,bonding,enjoy_the_moment,exercise,leisure,nature
Going to Tucker's ice cream parlor and getting some burgundy cherry ice cream.,0,0,0,0,0,1,0
"I was off from work, and I got to work on two of the things I enjoy doing most with my spare time, which includes doing survey work and video games.",0,0,0,0,0,1,0
"I got the ""play of the game"" in the video game Overwatch.",0,0,0,0,0,1,0
I stayed up late to watch Star Wars: Rogue 1. I really enjoyed it.,0,0,0,0,0,1,0
i watched Spain playing football,0,0,0,0,0,1,0
I played Fast RMX on my Nintendo Switch.,0,0,0,0,0,1,0
Shooting guns.,0,0,0,0,0,1,0
I found out that a new season of my favorite Netflix show is being released soon.,0,0,0,0,0,1,0
I ate a type of candy that reminded me of my childhood.,0,0,0,0,0,1,0
I was able to watch The Walking Dead tv show.,0,0,0,0,0,1,0
"An episode of my favorite anime was released, and I was able to watch it on my lunch break at work without being disturbed.",0,0,0,0,0,1,0
I found my favorite beer at a local store.,0,0,0,0,0,1,0
A new episode of my favorite TV show was on.,0,0,0,0,0,1,0
i went to resort and enjoyed all game there,0,0,0,0,0,1,0
I was watching an episode of crashing and I had a good laugh at one of the jokes on the episode.,0,0,0,0,0,1,0
I was reading in my hammock.,0,0,0,0,0,1,0
Getting a back massage,0,0,0,0,0,1,0
I saw a funny video on the internet.,0,0,0,0,0,1,0
I found something unexpected in a video game I am playing.,0,0,0,0,0,1,0
I found a new playlist of 80s hip hop songs.,0,0,0,0,0,1,0
I got happy watching thew walking dead that i missed on sunday. I made an hour of it got some beer and plopped on the couch for an hour,0,0,0,0,0,1,0
I watched the latest episode of Big Brother Canada.,0,0,0,0,0,1,0
I got to take a nap on the couch.,0,0,0,0,0,1,0
I meditated this morning.,0,0,0,0,0,1,0
We played a game together earlier today and had a lot of fun doing so.,0,0,0,0,0,1,0
I drank a tasty green tea latte that I made.,0,0,0,0,0,1,0
Getting MVP in a difficult online multiplayer game.,0,0,0,0,0,1,0
I got to watch my favorite tv show.,0,0,0,0,0,1,0
"I decided to splurge and get a Caffe Latte from Starbucks this morning, and I savored it.",0,0,0,0,0,1,0
I was able to watch one of my favorite movies for once.,0,0,0,0,0,1,0
"I got to go get some chinese food, I hadnt had any in a long time.",0,0,0,0,0,1,0
I caught up on a TV show that I really enjoy and look forward to watching.,0,0,0,0,0,1,0
I was able to get some sleep last night.,0,0,0,0,0,1,0
I brought in a card game to try playing with my client and he enjoyed it.,0,0,0,0,0,1,0
I went for a walk last night and found myself in a park. I saw a swing set and proceeded to swing. The weather was great and it was refreshing to play like a child.,0,0,0,0,0,1,0
Saw the last ep of Billions.,0,0,0,0,0,1,0
Listening to a new song from one of my favorite bands made me happy.,0,0,0,0,0,1,0
"Yesterday was my favorite tv show, and I enjoyed watching it!",0,0,0,0,0,1,0
"Watching a soap opera of a wrestler, Blue Demon.",0,0,0,0,0,1,0
I heard a funny joke on the Tonight show.,0,0,0,0,0,1,0
I Had fun playing an older video game,0,0,0,0,0,1,0
I was happy when I saw a funny video on YouTube,0,0,0,0,0,1,0
I watched two hummingbirds go to the new feeder I put up.,0,0,0,0,0,1,0
Watching youtube videos of my favorite late shows that I haven't been able to watch for a while,0,0,0,0,0,1,0
Went to my favorite spot for lunch today.,0,0,0,0,0,1,0
Playing The Legend of Zelda: Breath of the Wild on my new Nintendo Switch system.,0,0,0,0,0,1,0
I watched an episode of the Simpsons last night while eating dinner.,0,0,0,0,0,1,0
I got to sleep in,0,0,0,0,0,1,0
Watching a movie and eating leftover chinese food. It was complete bliss.,0,0,0,0,0,1,0
I listened to really good music.,0,0,0,0,0,1,0
I saw that there was a new episode of Mindy Project and I was excited to watch it.,0,0,0,0,0,1,0
I got my favorite ice cream from the ice cream parlor,0,0,0,0,0,1,0
I watched my favorite eSports team dismantle the enemy with ease.,0,0,0,0,0,1,0
I watched videos of Disney World on YouTube when I got home from work.,0,0,0,0,0,1,0
I played a video game.,0,0,0,0,0,1,0
Riding 4 wheelers.,0,0,0,0,0,1,0
I watched a TV show I like a lot.,0,0,0,0,0,1,0
I watched a few hours of funny Youtube videos.,0,0,0,0,0,1,0
I began reading a new book I picked up at the library yesterday.,0,0,0,0,0,1,0
I went to a cinema which is one of my favorite,0,0,0,0,0,1,0
I took a long bubble bath.,0,0,0,0,0,1,0
I watched a couple episodes of one of my favorite comedy shows.,0,0,0,0,0,1,0
My favorite show came back on netflix,0,0,0,0,0,1,0
I also took the rest of my guns to the range to and had fun shooting all of them.,0,0,0,0,0,1,0
I got better sleep.,0,0,0,0,0,1,0
I got to watch 2 nba basketball games after dinner and actually relaxed.,0,0,0,0,0,1,0
I watched a movie I really enjoyed.,0,0,0,0,0,1,0
I listened to a new song that I really liked.,0,0,0,0,0,1,0
I was linked this hilarious video: https://www.youtube.com/watch?v=ptKgRecPi1I,0,0,0,0,0,1,0
"I got a book in the mail I've been expecting, and am excited to read.",0,0,0,0,0,1,0
The song was used in ITV's Dancing On IceUsed in a tribute to Luc Bourdon by the Manitoba Moose before a game against the Hamilton Bulldogs.The BBC TV show Waterloo Road uses the track many times during the series,0,0,0,0,0,1,0
I made myself a tasty dinner last night.,0,0,0,0,0,1,0
I finalized some plans for a trip to Ireland this week.,0,0,0,0,0,1,0
"I listened to the latest album from a favorite musician, Kristin Hersh.",0,0,0,0,0,1,0
A new song from one of my favorite artists got released,0,0,0,0,0,1,0
I got to read a book all alone yesterday in a quiet house without interruptions.,0,0,0,0,0,1,0
I watched my favorite TV show.,0,0,0,0,0,1,0
"I remembered that I am taking off thursday and friday to have a long weekend filled with no plans, no commitments, no anything!",0,0,0,0,0,1,0
Seeing the Mavericks lose so that they can maybe get a better draft pick,0,0,0,0,0,1,0
I saw a pretty woman.,0,0,0,0,0,1,0
I watched an episode of One Punch Man on Netflix which is a show I've been wanting to watch for a long time.,0,0,0,0,0,1,0
i am very happy in watching movie and playing games,0,0,0,0,0,1,0
Watched a good Stream on Twitch and had some laughs.,0,0,0,0,0,1,0
I got my favorite ice cream cone.,0,0,0,0,0,1,0
"Discovered some really chill music on youtube, and have been listening to it all day",0,0,0,0,0,1,0
When I slept late.,0,0,0,0,0,1,0
I watched a really good movie last night.,0,0,0,0,0,1,0
"My favorite show was on last night, and I had plenty of things to laugh about with people in the forum that I go to to talk about the show.",0,0,0,0,0,1,0
There were two frozen waffles in the freezer when I had thought I had already eaten the last ones.,0,0,0,0,0,1,0
Laying down in my bed to go to sleep after a long day.,0,0,0,0,0,1,0
I did well in a videogame I played after struggling for several hours.,0,0,0,0,0,1,0
I listened to a really nice podcast on the Gospel readings from this past Sunday.,0,0,0,0,0,1,0
I listened to music I liked.,0,0,0,0,0,1,0
"The episode of ""Bates Motel""has a surprising twist on the classic story.",0,0,0,0,0,1,0
I watched a movie that was really good.,0,0,0,0,0,1,0
Watching The Atomic Brain.,0,0,0,0,0,1,0
Watched two episodes of The Goldbergs from season three.  Very funny stuff.,0,0,0,0,0,1,0
I found a new show on Netflix.,0,0,0,0,0,1,0
I played the guitar.,0,0,0,0,0,1,0
I was given free Flyers tickets and I am currently at the game having a great time.,0,0,0,0,0,1,0
I read a few more chapters of the novel I've been reading these past few weeks.,0,0,0,0,0,1,0
"The movie we watched on netflix was really good, and we both enjoyed it from beginning to end.",0,0,0,0,0,1,0
I went on a fun weekend trip.,0,0,0,0,0,1,0
I went to a concert of my favorite artist.,0,0,0,0,0,1,0
I watched the movie Logan.,0,0,0,0,0,1,0
I got to see one of my favorite bands named Slothrust perform live for my first time at a new music venue that I haven't been to before and it was an amazing show! They played a lot of my favorite songs and even performed an encore by playing one more song after finishing their set. I can't wait to see them again!,0,0,0,0,0,1,0
I went on vacation for a whole week.,0,0,0,0,0,1,0
My girlfriend and I played video games and went out to dinner and a movie last weekend.,0,0,0,0,0,1,0
I bought tickets to go see Metallica!,0,0,0,0,0,1,0
I went to meeting of science exhibition..  It is very useful to see..,0,0,0,0,0,1,0
Lying in the bed listening to the rain out side.Listening to old songs and being able to remember all the lyrics.,0,0,0,0,0,1,0
i went to meet my home town last week,0,0,0,0,0,1,0
i made a chicken biriyani last week,0,0,0,0,0,1,0
I played a really great tennis game.,0,0,0,0,0,1,0
I was happy when I binge watched a television series that I really like.,0,0,0,0,0,1,0
When I opened the package and saw a plastic bag full of green nugs hiding inside.,0,0,0,0,0,1,0
When I watched Dave Chapelle's new comedy series.,0,0,0,0,0,1,0
Going to the mountains and hiking the trail to the top.,0,0,0,0,0,0,1
I went for a run in the neighborhood. I enjoyed the perfect weather.,0,0,0,0,0,0,1
"I remember yesterday as being totally different from many of my Mondays. It felt like Spring finally, the sun was bright, the temperatures were warm.",0,0,0,0,0,0,1
I saw a rainbow and it made me to feel very happy since i have never seen rainbow in reality.,0,0,0,0,0,0,1
After 3 long weeks of deep snow covered ground we finally had enough warm days in the Northeast for the snow to melt and I was able to start my day with a fantastic hike up the Appalachian trail that runs nearby my home. I felt as though my entire life suddenly came back into balance after being held back for weeks due to the enormous amount of snowfall :),0,0,0,0,0,0,1
The weather has been warm and gorgeous for the first time in a long time and I'm loving it.,0,0,0,0,0,0,1
The rain stopped and beautiful sunlight appeared so I went for a walk and took some photographs.,0,0,0,0,0,0,1
"The weather is very sultry in our place, our AC unit was damaged by rodents. The Electrician came earlier today and repaired it. Thank God, I need not sweat today.",0,0,0,0,0,0,1
IN MY GARDEN I PLANTED A ROSE PLANT LAST MONTH.YESTERDAY  MORNING A BEAUTIFUL AND COLORFUL ROSE FLOURISHED.IT MADE ME HAPPY.,0,0,0,0,0,0,1
The offsite with colleagues was great fun. I enjoyed the perfect weather.I enjoyed watching the sunset on the porch.,0,0,0,0,0,0,1
"Sunset is the time when the sun goes down and night begins. During the sunset, nature assumes fresh, bright, and charming. The sun seems to be a disc of gold. At the time of sunset, one can enjoy the serenity of a sunset. Then nature seems in a hurry. People finish their work and return home. Birds return to their nests. The cowboys become busy with returning home with cattle. When the sun sets, nature looks very beautiful. Then the nature starts getting dark. The slight darkness of the sunset creates a feeling of joy and tranquility in us. The beauty of the sunset helps a poet to generate any ideas and compose poems.",0,0,0,0,0,0,1
One last azalea bloom came out today and I was happy to see it because all of the other flowers were killed by a late frost a few weeks back.,0,0,0,0,0,0,1
When I was driving home to my house and saw a very beautiful sunset.,0,0,0,0,0,0,1
Sitting outside drinking a cup of tea in the sunshine surrounded by my recently bloomed tulips.,0,0,0,0,0,0,1
It was drizzling in the morning when I went for a walk. I love such a weather.,0,0,0,0,0,0,1
"Morning walk is a good exercise. An early-riser can be a regular morning walker. The benefits of morning walk are manifold.In the early morning everything looks fresh and fair. The atmosphere remains pleasant and calm. A morning walker breathes pollution-free air. He enjoys lovely sights and sounds of nature. All this soothes his soul.Regular morning walk keeps one fit. It helps form a sound health. Science says that morning walk controls blood pressure, lessens stress and strain and energizes one to work zealously.Now-a-days we are to live a very fast life. We are to work round the clock. We hardly have time to care for our health. If the habit of morning walk is formed right from our early days, we can be sure of a sound body and a sound mind.Besides the health benefits, it is an extremely delightful experience to take a walk early in the morning",0,0,0,0,0,0,1
The weather is starting to warm up which I'm super happy about.,0,0,0,0,0,0,1
I got wet by a spring rain.,0,0,0,0,0,0,1
I went for a run in the neighborhood. I enjoyed the perfect weather,0,0,0,0,0,0,1
Walking the first morning light with the dog when the sun was just creeping behind the rushes and the birds were in full song.,0,0,0,0,0,0,1
it rained today and made the surroundings very beautiful,0,0,0,0,0,0,1
I went for a walk early in the morning and air was clear and crisp.,0,0,0,0,0,0,1
I sat outside in my backyard and enjoyed the greenery and the sun that shone down on my face.,0,0,0,0,0,0,1
The beautiful weather outside makes  me happy.,0,0,0,0,0,0,1
I visited a new park in the area and enjoyed a nice walk.,0,0,0,0,0,0,1
"After lunch, I took a long walk around the block near my office where there is lots of sun and not many cars that are passing by.",0,0,0,0,0,0,1
I had been out to a beautiful garden,0,0,0,0,0,0,1
I went on a short day hike at the wilderness park.,0,0,0,0,0,0,1
Yesterday I found and bought a Persimmon tree at Home Depot.  Later on I planted the tree in front of our yard.,0,0,0,0,0,0,1
That the weather was nice and planted the first vegetables of the season. They should grow in this weather nicely.,0,0,0,0,0,0,1
"There is a nest of birds in my horse's stall. It's up on a beam. I've been watching the mother bird build it for awhile. When I went into the stall today, I saw and could hear the baby birds chirping. It made me happy to see that they all hatched.",0,0,0,0,0,0,1
I worked on my garden in the nice warm weather. The plants were all growing so nicely and the air was so clean.,0,0,0,0,0,0,1
The weather cooperated and it was not a cold morning!,0,0,0,0,0,0,1
I rode my bike to a cafe. The weather had improved majorly and a light wind was blowing in my direction.,0,0,0,0,0,0,1
"I went for a run on a nature trail near my house. This is the beginning of spring, so it was nice to see the forest coming back to life.",0,0,0,0,0,0,1
"I went for a walk, it was nice and sunny outside.",0,0,0,0,0,0,1
I went for a walk this morning the smell of morning air was really nice and the weather was great.,0,0,0,0,0,0,1
I went for a run on my local riverside trail last night. The springtime weather was refreshing.,0,0,0,0,0,0,1
Some vegetables that I had planted had sprouted and I saw green poking through the soil this morning.,0,0,0,0,0,0,1
The sun was out and it was warm.,0,0,0,0,0,0,1
I stepped outside without a jacket today.  The sun is shining and it finally feels a bit like spring!,0,0,0,0,0,0,1
The sun finally coming out after days of rain.,0,0,0,0,0,0,1
I picked up running again now that the winter weather has finally died down. I feel much better physically and emotionally because of it.,0,0,0,0,0,0,1
Going for a long cycling ride and enjoying today's sunny weather.,0,0,0,0,0,0,1
The weather was pleasant yesterday. It was a beautiful sunny day but not too hot due to the nice breeze we had that day.,0,0,0,0,0,0,1
I took a long walk with my dog this morning in the beautiful Spring weather.,0,0,0,0,0,0,1
I saw a huge toad or frog in my backyard.,0,0,0,0,0,0,1
It started raining after having such hot weather for a while. It was soothing.,0,0,0,0,0,0,1
"We are supposed to get a foot or two of snow tonight and we could really use it, very dry here.",0,0,0,0,0,0,1
I sat outside and listened to the birds.,0,0,0,0,0,0,1
I saw a beautiful sunset with double rainbows,0,0,0,0,0,0,1
I was lying in bed listening to the sounds of the city around me on a warmer day.,0,0,0,0,0,0,1
I went on a walk through the park and it made me feel happy.,0,0,0,0,0,0,1
The weather was really nice yesterday  and it was enjoyable to be outside.,0,0,0,0,0,0,1
I went for a run in the perfect weather. Hearing the sounds of nature around me made me really happy.,0,0,0,0,0,0,1
Playing with the dog in the yard - the weather was beautiful yesterday.,0,0,0,0,0,0,1
The weather was great outside.,0,0,0,0,0,0,1
It rained really hard today while I worked from home indoors. It was cozy.,0,0,0,0,0,0,1
I looked at the forcast for this weekend and the weather is going to be wonderful,0,0,0,0,0,0,1
I saw dinner in my yard.  There were 6 in the yard and laying on the grass like dogs do when they curl up on a carpet.  The scene was quiet and serene.,0,0,0,0,0,0,1
Walking outside to the grocery store. It was raining a little but the temperature was very mild and it really felt like spring. And then I saw that the magnolia a few doors down the street is about to bloom!,0,0,0,0,0,0,1
I woke up to a foot of snow and it was not in the forecast. It looks so pretty outside and so tranquil.,0,0,0,0,0,0,1
"On my walk back from the post office this afternoon, I stopped under my favorite magnolia tree and soaked in her beauty as she starts to bloom.",0,0,0,0,0,0,1
Sitting outside in the sun made me feel happy.,0,0,0,0,0,0,1
"Today there was a thunderstorm, and I love thunderstorms, especially when I do not have to drive in them!",0,0,0,0,0,0,1
The day was sunny and I went for a walk.  The sky was bright blue and there was a light warm breeze moving the tree branches and touching my face.,0,0,0,0,0,0,1
Taking a walk around the neighborhood made me happy.,0,0,0,0,0,0,1
I enjoyed watching the sunset from my apartment. I live near the sea and I often watch the sunset over the ocean from my apartment.,0,0,0,0,0,0,1
Today was the first sunny day after four days of rain.,0,0,0,0,0,0,1
I enjoyed being outside today as it was a nice warmer day with no rain.,0,0,0,0,0,0,1
"It had been raining all morning and I was worried I would have to walk my friend's dog in the rain, but the sun came out when I got to his house.",0,0,0,0,0,0,1
It rained overnight and stepping out to my car in the morning felt great with the water still in the air. The smell of fresh rain is unique.,0,0,0,0,0,0,1
Both of my dogs and my toddler played together nicely outside while I enjoyed the nice sunny weather.,0,0,0,0,0,0,1
The temperature today was 70 degrees and the sun was shining.  I don't like cold weather so this was heaven for me.,0,0,0,0,0,0,1
Hiking 7 miles at Norvin Green State Forest made me happy this month.,0,0,0,0,0,0,1
"The weather was warm, and I went running for the first time in several months.",0,0,0,0,0,0,1
"It was 70 degrees out the other day, and it felt amazing to go for a walk in the park.",0,0,0,0,0,0,1
"i went to jungle as my jungle trip... it was just do and die trip.... i was very happy after i went to the jungle i felt very scare because...The leaves in the jungle are large and can be used to collect rain water to drink . the jungle is such an abundant resource of plants and animals, the resources for finding food are everywhere. It's just a matter to find food...after the day end ...it was a night i was dying from a mosquito bite its very iching i con,t sleep properly....but i saw the animels in live that was really amazing it was just my dreams come true...after coming back from jungle i felt relax my friends and family was very proud of me it fell me very happy",0,0,0,0,0,0,1
the happiest moment of my life. was when i went camping with my freinds at fairy stone. at sunrise i woke up and walked into the woods. and seeing the sunrise over the lake sitting there on that rock was the most beutifull peacefull moment of my life. this is one of the best memorable in my entire line till date.,0,0,0,0,0,0,1
Lying in the bed listening to the rain outside. Listening to old songs and being able to remember all the lyrics.,0,0,0,0,0,0,1
Lying the bed listening to the rain outside Listening to old songs and being able to remember all the lyrics,0,0,0,0,0,0,1
Lying in the bed listening to the rain outside.Listening to old songs and being able to remember all the lyrics.,0,0,0,0,0,0,1
Lying in the bed listening to the rain outside. Listening to old songs and being able to remember all the lyrics.,0,0,0,0,0,0,1
Lying in the bed listening to the rain outside. Listening to old songs and being able to remember all the lyrics.,0,0,0,0,0,0,1
Lyling in the bed listening to the rain outside.Listening to old songs and being able to member all the lyrics.,0,0,0,0,0,0,1
Lyling in the bed listening to the rain outside.Listening to old songs and being able to member all the lyrics.,0,0,0,0,0,0,1
Lying in the bed listening to the rain outside. Listening to old songs and being able to member all the lyrics.,0,0,0,0,0,0,1
It was nice enough to go outside for a walk.,0,0,0,0,0,0,1
"In the past month, it snowed here and, if there's one thing I love about the Winter, it's the snow.",0,0,0,0,0,0,1
"Being outside in the gorgeous, cloudless blue sky day and feeling the cool breeze on my face.",0,0,0,0,0,0,1
"i had been home stuck due to my ocd , the one day it rained really heavy and it continued till night with brief pauses included, but the rain has always made me happy or cheered me up so that day i saw my friend play football in the rain and i finally went out and when i ran in the rain for a few moment i dont know why but i felt content and happy.",0,0,0,0,0,0,1
I got a salry hike,0,0,0,0,0,0,1
The weather has been weird here in Michigan this Winter and we needed to sell our motor home and the weather cracked and we had some warm days that were not supposed to be here.  It made me SO HAPPY to sell our motor home during this time of unseasonal warmth!  We were able to show it to a bunch of people and this beautiful young couple came and looked at it and bought it the next day.,0,0,0,0,0,0,1
I went camping,0,0,0,0,0,0,1
"Literally, stopping to smell a beautiful rose while walking my dogs.",0,0,0,0,0,0,1
The Red-Winged black birds are back at the bird feeders! A sure sign of spring!,0,0,0,0,0,0,1
I planted a spring vegetable garden.,0,0,0,0,0,0,1
i went zoo to realize how they really feel in the cage but they have to live in jungle not in zoo...it was the nature i saw in jungle it was so bad to see the animals in the zoo......must go and see the animals in jungle that will be amazed then i feel my jungle trip which was good i was feeling like something special.....it is very good to see the animals in jungle if you want to really see them all must go and enjoy as i did,0,0,0,0,0,0,1
I planted some plants in my garden.  My plants were grown in a healthy way with flowers.  I am so excited.,0,0,0,0,0,0,1
"Yesterday, I walked to the door of my porch and -- looking out -- saw that 'Spring had sprung' (so to speak) because of the new growth of grass and flowers that I observed, and the amount of birdsong I heard; I felt that Winter was truly past.",0,0,0,0,0,0,1
"Getting in bed while there's a snow blizzard outside, the sheets are initially cold but then you get all bundled up and warm, that's my happy place",0,0,0,0,0,0,1
I was happy that the sun is shining more and the birds are beginning to migrate back to the area for the Spring/Summer.,0,0,0,0,0,0,1
The beautiful spring weather that God created; waking up with the sun shining and the temperature just right has been such a blessing!,0,0,0,0,0,0,1
I arrived at the Grand Canyon and saw the view from the South Rim for the first time.,0,0,0,0,0,0,1
I rode my bike along the lake Saturday afternoon.,0,0,0,0,0,0,1
I was walking the golf course and really enjoyed seeing all of the spring flowers and trees blooming.  The colors are vivid and just beautiful.  Seeing them made my day.,0,0,0,0,0,0,1
"After traveling through a snowstorm and boarding a plane in freezing weather, arriving in a destination that was 80 degrees and sunny.",0,0,0,0,0,0,1
It made me happy when I had this dream where I can walk outside and fly,0,0,0,0,0,0,1
"The trees broke bud and flowers are starting to bloom, meaning that spring is here.",0,0,0,0,0,0,1
I was able to get outside and take a walk in the sunshine.,0,0,0,0,0,0,1
"I finished a book and enjoyed a nice, warm day in the sun.",0,0,0,0,0,0,1
Riding my bicycle along the coast on a warm sunny day.,0,0,0,0,0,0,1
The weather got much warmer and I felt like ti was the start of Spring.,0,0,0,0,0,0,1
Watching and listening to it rain and thunder.,0,0,0,0,0,0,1
"Actually last week it was rainning heavily, and i tasted the rain water for few minutes and experienced the nature, which made me really very very happy.",0,0,0,0,0,0,1
"When, after a long and cold winter, my city had a few days of beautiful spring weather.",0,0,0,0,0,0,1
The warm weather we have been having the past couple days.,0,0,0,0,0,0,1
The plants that I have had rooting  over the winter have made it through and now I can get them transplanted so they can grow bigger.,0,0,0,0,0,0,1
I was happy when I went outside and soaked up some sunshine and nature instead of working at my desk.,0,0,0,0,0,0,1
The tulips we planted last Fall are growing and blooming.,0,0,0,0,0,0,1
I went for a walk in the snow,0,0,0,0,0,0,1
I was happy when it began to snow and all of my classes for the day were canceled.,0,0,0,0,0,0,1
"It was nice weather a couple weekends ago, so I was able to sit outside, relax, and read a book uninterrupted.",0,0,0,0,0,0,1
"The weather is finally nice enough out that I can walk around without a jacket, so I'm getting so much more walking in!",0,0,0,0,0,0,1
What made me happy this month is the warm weather.,0,0,0,0,0,0,1
"I felt incredibly happy when it started raining, and I smelled the rain and dirt smell together outside for the first time in over a month.",0,0,0,0,0,0,1
The weather is very nice.,0,0,0,0,0,0,1
Just few hours ago went for a short trip to the central park and had a good walk there for 45 minutes.  i enjoyed the fresh and cool air. Birds were making mild noise and everything was cool and calm. It felt very nice and was my happy moment of the day.,0,0,0,0,0,0,1
I ran through the rain and didn't get my feet wet!,0,0,0,0,0,0,1
"When I was driving to the painting class last night, it stormed hard for about twenty minutes and then I saw a big rainbow covering the sky for the rest of the drive.",0,0,0,0,0,0,1
"I went for a 10 mile run last night. Aside from the wind, the weather was perfect.",0,0,0,0,0,0,1
It was finally sunny yesterday after having rained and been cloudy for a week straight.,0,0,0,0,0,0,1
The day was sunny with a slight breeze.,0,0,0,0,0,0,1
"Hearing birds outside my window this morning, and seeing the sun shine",0,0,0,0,0,0,1
It made me happy when I looked outside and saw flowers blooming.  After a long cold winter this was pure happiness.,0,0,0,0,0,0,1
The sun was finally shining,0,0,0,0,0,0,1
The sun came out.  It has been rainy for about a week and I took a walk and enjoyed he nice weather for a few minutes.  It was a good break.,0,0,0,0,0,0,1
The weather was nice and I was able to mow my lawn.,0,0,0,0,0,0,1
I took a break from work and took a walk in the neighborhood today while the sky was clear and the air was clean and the trees and gardens around seemed bright with color.,0,0,0,0,0,0,1
"I learned there's a big snowstorm coming, and I love snow!",0,0,0,0,0,0,1
I saw that it finally started raining this morning after it hasn't been raining for almost a week.,0,0,0,0,0,0,1
Being outside in the sunshine and feeling the warm sun on my face while riding my bike makes me feel happy.,0,0,0,0,0,0,1
I had a short day at work.I went for a nice walk in the woods.I saw my granddaughter.,0,0,0,0,0,0,1
I took a bath yesterday night. I was very happy about it as the weather is very hot.,0,0,0,0,0,0,1
When I saw the sunrise.,0,0,0,0,0,0,1
What made me happy today was the sun coming out. It had been raining for days on end and finally there were the beautiful sunshine.,0,0,0,0,0,0,1
I was happy when I went for a nice long walk outside.,0,0,0,0,0,0,1
The sun came out yesterday,0,0,0,0,0,0,1
"Last night it was warm enough to grill out which, to me, signals the beginning of the spring and summer seasons.  This is a time of happiness, growth, and fun.",0,0,0,0,0,0,1
It rained so I didn't have to do a bunch of yard work.,0,0,0,0,0,0,1
I was riding my bike to college while a gust of wind blew over the trees and rained dew.,0,0,0,0,0,0,1
I went for a long walk up a mountain in a beautiful forested neighborhood near my home.,0,0,0,0,0,0,1
The storm finally stopped and the sun came out.,0,0,0,0,0,0,1
It was snowing when I woke up today. The landscape is a beautiful blanket of white and calm.,0,0,0,0,0,0,1
The weather has gotten better and I was able to spend some time outside in the sun.,0,0,0,0,0,0,1
Reading outside on a sunny day with the sound of my wind chimes in the background.,0,0,0,0,0,0,1
I decided to hike a local trail and I made it all the way to the top.,0,0,0,0,0,0,1
I WENT TO PARK AND GOT FRESH AIR. LONG BACK AGO I FEEL IT,0,0,0,0,0,0,1
I was happy when the thunderstorm calmed down. I was get nervous when I'm myself and the weather is bad.,0,0,0,0,0,0,1
Found out it was going to snow this weekend.  I love snow because i grew up down south.,0,0,0,0,0,0,1
The rain in the city on my commute to school was very nice and refreshing.,0,0,0,0,0,0,1
The breeze when I took a walk today.,0,0,0,0,0,0,1
"The Air Force Thunderbird's arrived in to town to practice for the upcoming air show, was amazing to see those aircraft's soar across the sky and perform stunts that I could never dream of doing.",0,0,0,0,0,0,1
on the way to attend the marriage we have to travel through a small village. the place was awesome.people seemed to be innocent.the nature was beautiful.the tress all the way beautiful birds and the sound of the birds.the river flowing all the way to the side of the road.i felt really very happy.,0,0,0,0,0,0,1
I went on a long walk with a beautiful sunset.,0,0,0,0,0,0,1
"My son and I played outside today, and the weather was perfect. We had a great time.",0,0,0,0,0,0,1
Working outside in the garden while enjoying the sunshine.,0,0,0,0,0,0,1
I woke up this morning to birds chirping.,0,0,0,0,0,0,1
"I sat out on the porch with my coffee, enjoying the weather.",0,0,0,0,0,0,1
I went to a tour of kerala. I saw natural places and flower gardens. The a lot of flowers of kept in the garden. All flowers are so beautiful. These are unforgettable moment.,0,0,0,0,0,0,1
It didn't rain on my trip home from work. It was nice not getting wet since I forgot an umbrella.,0,0,0,0,0,0,1
The weather outside today was nice and pleasant.,0,0,0,0,0,0,1
It was raining all day but when I finished my workday it was sunny outside,0,0,0,0,0,0,1
It was a beautiful day outside.,0,0,0,0,0,0,1
It was a warmer day than it has been lately,0,0,0,0,0,0,1
I took a nice warm shower after walking home in the rain and cold wind.,0,0,0,0,0,0,1
"During a break from my therapy class, I got to talk to a really friendly guy outside my clinic, and the weather outside was great, just warm enough with a slight breeze and sunshine.",0,0,0,0,0,0,1
While I was watering my newly decorated front landscape a neighbor came up and complimented me on the picturesque flowers that I planted.,0,0,0,0,0,0,1
Looked at the weather forecast for next week and spring should finally be coming to the are I live.,0,0,0,0,0,0,1
I planted flowers in the garden this evening.,0,0,0,0,0,0,1
